{0}'s {1} cannot be after {2}'s Expected End Date.,{0} 's {1} não pode estar após a data de término esperada de {2}.
"{0}, complete the operation {1} before the operation {2}.","{0}, preencha a operação {1} antes da operação {2}."
{0}: {1} does not belong to the Company: {2},{0}: {1} não pertence à empresa: {2}
{0}: {1} does not exists,{0}: {1} não existe
{0}: {1} must be less than {2},{0}: {1} deve ser menor que {2}
{count} Assets created for {item_code},{count} ativos criados para {item_code}
{doctype} {name} is cancelled or closed.,{doctype} {nome} é cancelado ou fechado.
{field_label} is mandatory for sub-contracted {doctype}.,{field_label} é obrigatório para subcontratado {doctype}.
{item_name}'s Sample Size ({sample_size}) cannot be greater than the Accepted Quantity ({accepted_quantity}),{item_name} O tamanho da amostra ({sample_size}) não pode ser maior que a quantidade aceita ({aceita_quantity})
{ref_doctype} {ref_name} is {status}.,{ref_doctype} {ref_name} é {status}.
{},{}
{} can't be cancelled since the Loyalty Points earned has been redeemed. First cancel the {} No {},"{} não pode ser cancelado, pois os pontos de fidelidade ganhos foram resgatados. Primeiro cancele o {} no {}"
{} has submitted assets linked to it. You need to cancel the assets to create purchase return.,{} enviou ativos vinculados a ele. Você precisa cancelar os ativos para criar retorno de compra.
{} is a child company.,{} é uma empresa infantil.
{} {} is already linked with another {},{} {} já está vinculado a outro {}
{} {} is already linked with {} {},{} {} já está vinculado a {} {}
{} {} is not affecting bank account {},{} {} não está afetando a conta bancária {}
 Address,Endereço
 Amount,Quantia
 BOM,BOM
 Is Child Table,É uma tabela secundária
 Is Subcontracted,É subcontratado
 Item,Item
 Name,Nome
 Rate,Avaliar
 Raw Material,Matéria-prima
 Reserve Stock,Stock de Reserva
 Skip Material Transfer,Pular transferência de material
 Sub Assembly,Submontagem
 Summary,Resumo
(K) Valuation = Value (D) ÷ Qty (A),(K) Avaliação = Valor (D) Quantidade (A)
"<br>|||<h4>Note</h4>|||<ul>|||<li>|||You can use <a href=""https://jinja.palletsprojects.com/en/2.11.x/"" target=""_blank"">Jinja tags</a> in <b>Subject</b> and <b>Body</b> fields for dynamic values.|||</li><li>|||    All fields in this doctype are available under the <b>doc</b> object and all fields for the customer to whom the mail will go to is available under the  <b>customer</b> object.|||</li></ul>|||<h4> Examples</h4>|||<!-- {% raw %} -->|||<ul>|||    <li><b>Subject</b>:<br><br><pre><code>Statement Of Accounts for {{ customer.customer_name }}</code></pre><br></li>|||    <li><b>Body</b>: <br><br>|||<pre><code>Hello {{ customer.customer_name }},<br>PFA your Statement Of Accounts from {{ doc.from_date }} to {{ doc.to_date }}.</code> </pre></li>|||</ul>|||<!-- {% endraw %} -->","<br>|||<h4>Observação</h4>|||<ul>|||<li>|||Você pode usar <a href=""https://jinja.palletsprojects.com/en/2.11.x/"" target=""_blank"">Tags Jinja</a> nos campos <b>Assunto</b> e <b>Corpo</b> para dinâmica valores.|||</li><li>|||    Todos os campos neste tipo de documento estão disponíveis no objeto <b>doc</b> e todos os campos do cliente para quem o e-mail será enviado estão disponíveis no objeto <b>customer</b>.|||</li></ul>|||<h4> Exemplos</h4>|||<!-- {% raw %} -->|||<ul>|||    <li><b>Assunto</b>:<br><br><pre><code>Declaração de contas para {{ customer.customer_name }}</code></pre><br></li>|||    <li><b>Body</b>: <br><br>|||<pre><code>Olá {{ customer.customer_name }},<br>PFA seu extrato de contas de {{ doc.from_date }} a {{ doc.to_date }}.</code> </pre></li>|||</ul>|||<!-- {% desenhar %} -->"
<div>|||<h3> All dimensions in centimeter only </h3>|||</div>,<div>|||<h3> Todas as dimensões apenas em centímetros </h3>|||</div>
"<h3>About Product Bundle</h3>||||||<p>Aggregate group of <b>Items</b> into another <b>Item</b>. This is useful if you are bundling a certain <b>Items</b> into a package and you maintain stock of the packed <b>Items</b> and not the aggregate <b>Item</b>.</p>|||<p>The package <b>Item</b> will have <code>Is Stock Item</code> as <b>No</b> and <code>Is Sales Item</code> as <b>Yes</b>.</p>|||<h4>Example:</h4>|||<p>If you are selling Laptops and Backpacks separately and have a special price if the customer buys both, then the Laptop + Backpack will be a new Product Bundle Item.</p>","<h3>Sobre o pacote de produtos</h3>||||||<p>Agregue um grupo de <b>Itens</b> em outro <b>Item</b>. Isso é útil se você estiver agrupando determinados <b>itens</b> em um pacote e mantiver stock dos <b>itens</b> embalados e não do <b>item</b> agregado.</p>|||<p>O <b>item</b> do pacote terá <code>É item de stock</code> como <b>Não</b> e <code>É item de venda</code> como <b>Sim</b>.</p>|||<h4>Exemplo:</h4>|||<p>Se você vende laptops e mochilas separadamente e tem um preço especial se o cliente comprar ambos, o laptop + mochila será um novo item do pacote de produtos.</p>"
"<h3>Currency Exchange Settings Help</h3>|||<p>There are 3 variables that could be used within the endpoint, result key and in values of the parameter.</p>|||<p>Exchange rate between {from_currency} and {to_currency} on {transaction_date} is fetched by the API.</p>|||<p>Example: If your endpoint is exchange.com/2021-08-01, then, you will have to input exchange.com/{transaction_date}</p>","<h3>Ajuda de configurações de câmbio</h3>|||<p>Existem três variáveis ​​que podem ser usadas no endpoint, na chave de resultado e nos valores do parâmetro.</p>|||<p>A taxa de câmbio entre {from_currency} e {to_currency} em {transaction_date} é buscada pela API.</p>|||<p>Exemplo: se seu endpoint for exchange.com/2021-08-01, então você terá que inserir exchange.com/{transaction_date}</p>"
"<h4>Body Text and Closing Text Example</h4>||||||<div>We have noticed that you have not yet paid invoice {{sales_invoice}} for {{frappe.db.get_value(""Currency"", currency, ""symbol"")}} {{outstanding_amount}}. This is a friendly reminder that the invoice was due on {{due_date}}. Please pay the amount due immediately to avoid any further dunning cost.</div>||||||<h4>How to get fieldnames</h4>||||||<p>The fieldnames you can use in your template are the fields in the document. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Sales Invoice)</p>||||||<h4>Templating</h4>||||||<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>","<h4>Exemplo de corpo de texto e texto de fechamento</h4>||||||<div>Percebemos que você ainda não pagou a fatura {{sales_invoice}} de {{frappe.db.get_value(""Currency"", currency, ""symbol"")}} {{outstanding_amount}}. Este é um lembrete amigável de que a fatura vence em {{due_date}}. Pague o valor devido imediatamente para evitar custos adicionais de cobrança.</div>||||||<h4>Como obter nomes de campo</h4>||||||<p>Os nomes de campo que você pode usar em seu modelo são os campos do documento. Você pode descobrir os campos de qualquer documento em Configuração &gt; Personalize a visualização do formulário e selecione o tipo de documento (por exemplo, fatura de vendas)</p>||||||<h4>Modelos</h4>||||||<p>Os modelos são compilados usando a linguagem de modelos Jinja. Para saber mais sobre o Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">leia esta documentação.</a></p>"
"<h4>Contract Template Example</h4>||||||<pre>Contract for Customer {{ party_name }}||||||-Valid From : {{ start_date }} |||-Valid To : {{ end_date }}|||</pre>||||||<h4>How to get fieldnames</h4>||||||<p>The field names you can use in your Contract Template are the fields in the Contract for which you are creating the template. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Contract)</p>||||||<h4>Templating</h4>||||||<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>","<h4>Exemplo de modelo de contrato</h4>||||||<pre>Contrato para o cliente {{ party_name }}||||||-Válido desde: {{ start_date }} |||-Válido até: {{ end_date }}|||</pre>||||||<h4>Como obter nomes de campo</h4>||||||<p>O os nomes dos campos que você pode usar em seu modelo de contrato são os campos do contrato para o qual você está criando o modelo. Você pode descobrir os campos de qualquer documento em Configuração &gt; Personalize a visualização do formulário e selecione o tipo de documento (por exemplo, Contrato)</p>||||||<h4>Modelos</h4>||||||<p>Os modelos são compilados usando a linguagem de modelos Jinja. Para saber mais sobre o Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">leia esta documentação.</a></p>"
"<h4>Standard Terms and Conditions Example</h4>||||||<pre>Delivery Terms for Order number {{ name }}||||||-Order Date : {{ transaction_date }} |||-Expected Delivery Date : {{ delivery_date }}|||</pre>||||||<h4>How to get fieldnames</h4>||||||<p>The fieldnames you can use in your email template are the fields in the document from which you are sending the email. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Sales Invoice)</p>||||||<h4>Templating</h4>||||||<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>","<h4>Exemplo de termos e condições padrão</h4>||||||<pre>Condições de entrega para o número do pedido {{ name }}||||||-Data do pedido: {{ transaction_date }} |||-Data de entrega esperada: {{ delivery_date }}|||</pre>||||||<h4>Como obter nomes de campo</h4>||||||<p>Os nomes de campo que você pode usar em seu modelo de e-mail são os campos do documento do qual você está enviando o e-mail. Você pode descobrir os campos de qualquer documento em Configuração &gt; Personalize a visualização do formulário e selecione o tipo de documento (por exemplo, fatura de vendas)</p>||||||<h4>Modelos</h4>||||||<p>Os modelos são compilados usando a linguagem de modelos Jinja. Para saber mais sobre o Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">leia esta documentação.</a></p>"
"<p>In your <b>Email Template</b>, you can use the following special variables:|||</p>|||<ul>|||        <li>|||            <code>{{ update_password_link }}</code>: A link where your supplier can set a new password to log into your portal.|||        </li>|||        <li>|||            <code>{{ portal_link }}</code>: A link to this RFQ in your supplier portal.|||        </li>|||        <li>|||            <code>{{ supplier_name }}</code>: The company name of your supplier.|||        </li>|||        <li>|||            <code>{{ contact.salutation }} {{ contact.last_name }}</code>: The contact person of your supplier.|||        </li><li>|||            <code>{{ user_fullname }}</code>: Your full name.|||        </li>|||    </ul>|||<p></p>|||<p>Apart from these, you can access all values in this RFQ, like <code>{{ message_for_supplier }}</code> or <code>{{ terms }}</code>.</p>","<p>No seu <b>Modelo de e-mail</b>, você pode usar as seguintes variáveis ​​especiais:|||</p>|||<ul>|||        <li>|||            <code>{{ update_password_link }}</code>: Um link onde seu fornecedor pode definir uma nova senha para fazer login em seu portal.|||        </li>|||        <li>|||            <code>{{ portal_link }}</code>: Um link para esta RFQ no portal do seu fornecedor.|||        </li>|||        <li>|||            <code>{{ fornecedor_name }}</code>: O nome da empresa do seu fornecedor.|||        </li>|||        <li>|||            <code>{{ contact.salutation }} {{ contact.last_name }}</code>: A pessoa de contato do seu fornecedor.|||        </li><li>|||            <code>{{ user_fullname }}</code>: Seu nome completo.|||        </li>|||    </ul>|||<p></p>|||<p>Além desses, você pode acessar todos os valores nesta RFQ, como <code>{{ message_for_supplier }}</code> ou <code>{{ termos }}</code>.</p>"
